,ID,Name,Sex,Height,Weight,Team,Year,Sport
2616,1466,Matteo Aicardi,M,192.0,102.0,Italy,2016,Water Polo
2625,1472,Vlad-Drago Aicoboae,M,197.0,91.0,Romania,2016,Rowing
2633,1477,Neringa Aidietyt,F,177.0,60.0,Lithuania,2012,Athletics
2634,1477,Neringa Aidietyt,F,177.0,60.0,Lithuania,2016,Athletics
2635,1478,Rosaria Aiello,F,172.0,74.0,Italy,2016,Water Polo
2638,1481,Hannes Aigner,M,183.0,75.0,Germany,2012,Canoeing
2639,1481,Hannes Aigner,M,183.0,75.0,Germany,2016,Canoeing
2673,1488,Harry Leslie Aikines-Aryeetey,M,180.0,87.0,Great Britain,2016,Athletics
2692,1498,"Charles Benedict ""Ben"" Ainslie",M,183.0,90.0,Great Britain,2012,Sailing
2697,1501,Sarah Catherine Ainsworth,F,170.0,61.0,Great Britain,2010,Freestyle Skiing
2698,1502,Sophie Claire Ainsworth,F,173.0,68.0,Great Britain,2016,Sailing
2718,1514,Tassadit Assou,F,184.0,80.0,Algeria,2012,Volleyball
2719,1515,Saiyidah Aisyah Mohamed Rafa'ee,F,173.0,68.0,Singapore,2016,Rowing
2720,1516,Rachid Ait Atmane,M,190.0,76.0,Algeria,2016,Football
2723,1519,Anasse At El Abdia,M,180.0,66.0,Morocco,2016,Cycling
2733,1525,Zied Ait Ouagram,M,191.0,75.0,Tunisia,2012,Wrestling
2734,1525,Zied Ait Ouagram,M,191.0,75.0,Morocco,2016,Wrestling
2735,1526,Samir At Sad,M,167.0,65.0,France,2016,Gymnastics
2740,1527,Souad At Salem (-Mahour-Bacha),F,158.0,50.0,Algeria,2012,Athletics
2741,1527,Souad At Salem (-Mahour-Bacha),F,158.0,50.0,Algeria,2016,Athletics
2773,1540,Artur Surenovych Aivazian,M,177.0,88.0,Ukraine,2012,Shooting
2795,1551,"Oluwafemi ""Junior"" Ajayi",M,172.0,79.0,Nigeria,2016,Football
2797,1553,Astrit Ajdarevi,M,190.0,80.0,Sweden,2016,Football
2810,1561,Mobolade Abimbola Ajomale,M,180.0,62.0,Canada,2016,Athletics
2841,1575,Stella Akakpo,F,166.0,60.0,France,2016,Athletics
2876,1599,Meryem (Mirriam Jepchirchir-) Akda (Mayo-),F,171.0,51.0,Turkey,2016,Athletics
2877,1600,Tark Langat Akda,M,176.0,60.0,Turkey,2012,Athletics
2878,1600,Tark Langat Akda,M,176.0,60.0,Turkey,2016,Athletics
2882,1602,Ahmet Akdilek,M,178.0,67.0,Turkey,2012,Cycling
2925,1634,Taha Akgl,M,192.0,125.0,Turkey,2012,Wrestling
2926,1634,Taha Akgl,M,192.0,125.0,Turkey,2016,Wrestling
2928,1636,Svitlana Viktorivna Akhadova,F,170.0,69.0,Ukraine,2016,Canoeing
2945,1640,Giorgos Akhilleos,M,172.0,75.0,Cyprus,2012,Shooting
2951,1645,Habibollah Jomeh Akhlaghi,M,175.0,90.0,Iran,2012,Wrestling
2952,1645,Habibollah Jomeh Akhlaghi,M,175.0,90.0,Iran,2016,Wrestling
2955,1647,Murodzhon Kakharovich Akhmadaliyev,M,165.0,56.0,Uzbekistan,2016,Boxing
2956,1648,Yerdos Zhaksimbinovich Akhmadiyev,M,180.0,72.0,Kazakhstan,2014,Cross Country Skiing
2958,1649,Artur Kamilevich Akhmatkhuzin,M,187.0,79.0,Russia,2012,Fencing
2960,1649,Artur Kamilevich Akhmatkhuzin,M,187.0,79.0,Russia,2016,Fencing
3020,1682,Morolake Akinosun,F,163.0,61.0,United States,2016,Athletics
3021,1683,Foluke Antinuke Akinradewo,F,191.0,79.0,United States,2012,Volleyball
3022,1683,Foluke Antinuke Akinradewo,F,191.0,79.0,United States,2016,Volleyball
3027,1687,Jonathan Akinyemi,M,188.0,85.0,Nigeria,2012,Canoeing
3028,1687,Jonathan Akinyemi,M,188.0,85.0,Nigeria,2016,Canoeing
3035,1692,Teruyoshi Akiyama,M,168.0,65.0,Japan,2016,Shooting
3040,1696,Malika Al-Akkaoui,F,160.0,49.0,Morocco,2012,Athletics
3041,1696,Malika Al-Akkaoui,F,160.0,49.0,Morocco,2016,Athletics
3044,1697,Halil Akka,M,175.0,58.0,Turkey,2016,Athletics
3049,1701,"Joshua Emmanuel ""Josh"" Akognon",M,189.0,83.0,Nigeria,2016,Basketball
3070,1716,Daniel Akpeyi,M,187.0,80.0,Nigeria,2016,Football
3075,1721,Ahmed Akram Abbas Mahmoud,M,188.0,80.0,Egypt,2016,Swimming
3093,1729,Youssef Akrout,M,180.0,78.0,Tunisia,2012,Sailing
3094,1729,Youssef Akrout,M,180.0,78.0,Tunisia,2016,Sailing
3095,1730,Monica Aksamit,F,183.0,74.0,United States,2016,Fencing
3127,1743,Yelizaveta Vyacheslavovna Aksyonova,F,168.0,60.0,Kazakhstan,2014,Luge
3135,1749,Shirin Akter,F,159.0,50.0,Bangladesh,2016,Athletics
3141,1755,Chie Akutsu,F,155.0,51.0,Japan,2012,Hockey
3143,1757,Noah Akwu,M,160.0,74.0,Nigeria,2012,Athletics
3149,1763,Hussein Al-Aameri,M,177.0,80.0,Iraq,2016,Judo
3186,1786,Ali Ahmed Al-Amri,M,155.0,51.0,Saudi Arabia,2012,Athletics
3187,1787,Tariq Ahmed Al-Amri,M,165.0,49.0,Saudi Arabia,2016,Athletics
3188,1788,Atallah Al-Anazi,M,174.0,74.0,Saudi Arabia,2016,Shooting
3202,1797,Dhaher Al-Aryani,M,182.0,73.0,United Arab Emirates,2012,Shooting
3204,1799,Yousef Al-Askari,M,175.0,65.0,Kuwait,2012,Swimming
3215,1806,Rashid Salih Hamad Al-Athba,M,175.0,90.0,Qatar,2012,Shooting
3217,1807,Mary Al-Atrash,F,170.0,57.0,Palestine,2016,Swimming
3223,1809,Nasser Salih Nasser Abdullah Al-Attiya,M,178.0,82.0,Qatar,2012,Shooting
3224,1809,Nasser Salih Nasser Abdullah Al-Attiya,M,178.0,82.0,Qatar,2016,Shooting
3225,1810,Hamad Ali Mohamed A Al-Attiyah,M,193.0,89.0,Qatar,2016,Equestrianism
3242,1817,Mohamed Mutlaq Khalaf Al-Azemi,M,178.0,64.0,Kuwait,2012,Athletics
3246,1820,Mohanad Ahmed Dheyaa Al-Azzawi,M,173.0,65.0,Iraq,2012,Swimming
3252,1826,Ayesha Shahriyar Mohammed Al-Balooshi,F,160.0,57.0,United Arab Emirates,2016,Weightlifting
3256,1829,Wadha Bint Nasir Al-Balushi,F,160.0,75.0,Oman,2016,Shooting
3259,1832,Nada Mohamed Abdulzaher Mohamed Al-Bedwawi,F,162.0,53.0,United Arab Emirates,2016,Swimming
3296,1856,Sultan Mubarak M. Al-Dawoodi,M,192.0,86.0,Saudi Arabia,2012,Athletics
3297,1856,Sultan Mubarak M. Al-Dawoodi,M,192.0,86.0,Saudi Arabia,2016,Athletics
3304,1858,Fehaid Al-Deehani,M,178.0,95.0,Kuwait,2012,Shooting
3306,1858,Fehaid Al-Deehani,M,178.0,95.0,Individual Olympic Athletes,2016,Shooting
3353,1885,Ramzy Al-Duhami,M,162.0,70.0,Saudi Arabia,2012,Equestrianism
3355,1886,Mohsen Hussain Al-Duhaylib,M,163.0,69.0,Saudi Arabia,2016,Weightlifting
3375,1901,Bahaa Al-Farra,M,175.0,65.0,Palestine,2012,Athletics
3377,1903,Sara Abdulrahman Al-Flaij,F,170.0,72.0,Bahrain,2012,Swimming
3380,1906,Mostafa Muhammad Hisham Muhammad Salah Abdulhamid Al-Gamel,M,191.0,96.0,Egypt,2012,Athletics
3381,1907,Nabil Mohammed Al-Garbi,M,175.0,65.0,Yemen,2012,Athletics
3383,1909,Mohamad Al-Garni,M,179.0,55.0,Qatar,2012,Athletics
3398,1922,Shinoona Salah Al-Habsi,F,162.0,60.0,Oman,2012,Athletics
3405,1927,Bahya Mansour Al-Hamad,F,166.0,69.0,Qatar,2012,Shooting
3418,1935,Ismail Salem Al-Hammadi,M,173.0,68.0,United Arab Emirates,2012,Football
3430,1943,Dalal Masfir Al-Harith,F,160.0,55.0,Qatar,2016,Athletics
3433,1946,Barakat Mubarak Al-Harthi,M,173.0,67.0,Oman,2012,Athletics
3434,1946,Barakat Mubarak Al-Harthi,M,173.0,67.0,Oman,2016,Athletics
3440,1951,Ibrahim Al-Hasan,M,179.0,73.0,Kuwait,2012,Table Tennis
3446,1955,Ahmed bin Saalim Al-Hatmi,M,170.0,70.0,Oman,2012,Shooting
3474,1978,Abdullah Abdulaziz Al-Joud,M,178.0,60.0,Saudi Arabia,2012,Athletics
3477,1980,Khaled Al-Kaabi,M,168.0,85.0,United Arab Emirates,2016,Shooting
3483,1986,Hamdan Ismail Muhammad Al-Kamali,M,183.0,74.0,United Arab Emirates,2012,Football
3490,1991,Obada Al-Kasbeh,M,166.0,64.0,Jordan,2016,Boxing
3491,1992,Mohammed Riyadh Al-Khafaji,M,181.0,75.0,Iraq,2016,Rowing
3492,1993,Hajar Saeed Saad Sowaid Al-Khaldi,F,160.0,45.0,Bahrain,2016,Athletics
3506,2001,Hamed Said Al-Khatri,M,173.0,68.0,Oman,2016,Shooting
3517,2008,Noah Abdalaziz Al-Khulaifi,M,190.0,86.0,Qatar,2016,Swimming
3522,2010,Tameem Mohammed Ahmed Al-Kubati,M,168.0,58.0,Yemen,2012,Taekwondo
3535,2021,Fatema Abdul Muhsin Al-Mahmeed,F,167.0,60.0,Bahrain,2016,Swimming
3547,2028,Juma bin Dalmouk bin Juma bin Maktoum Al-Maktoum,M,166.0,68.0,United Arab Emirates,2012,Shooting
3551,2029,Saeed bin Hasher Al-Maktoum,M,176.0,88.0,United Arab Emirates,2012,Shooting
3552,2029,Saeed bin Hasher Al-Maktoum,M,176.0,88.0,United Arab Emirates,2016,Shooting
3553,2030,Noor Hussain Al-Malki,F,155.0,43.0,Qatar,2012,Athletics
3565,2038,Rand Saad Mahmood Al-Mashhadani,F,160.0,50.0,Iraq,2012,Archery
3586,2053,Khaled Al-Mudhaf,M,164.0,105.0,Individual Olympic Athletes,2016,Shooting
3623,2078,Mhasin Al-Noor Fadlalla,F,158.0,40.0,Sudan,2012,Swimming
3630,2082,Lubna Al-Omair,F,152.0,45.0,Saudi Arabia,2016,Fencing
3647,2090,Moukheld Mahil F. Al-Outaibi,M,163.0,60.0,Saudi Arabia,2012,Athletics
3649,2090,Moukheld Mahil F. Al-Outaibi,M,163.0,60.0,Saudi Arabia,2016,Athletics
3656,2096,Abbas Al-Qaisoum,M,173.0,94.0,Saudi Arabia,2012,Weightlifting
3667,2106,Samira Al-Raf,F,156.0,49.0,Morocco,2012,Athletics
3679,2112,Abdullah Al-Rashidi,M,183.0,83.0,Kuwait,2012,Shooting
3680,2112,Abdullah Al-Rashidi,M,183.0,83.0,Individual Olympic Athletes,2016,Shooting
3681,2113,Talal Al-Rashidi,M,176.0,70.0,Kuwait,2012,Shooting
3682,2114,Bassel Al-Rayes,M,180.0,95.0,Qatar,2016,Handball
3683,2115,Ali Yousef Al-Rumaihi,M,177.0,86.0,Qatar,2016,Equestrianism
3693,2117,Abouhalima Muhammad Al-Sa'id Abdallah Abouhalima,M,153.0,55.0,Egypt,2012,Wrestling
3695,2119,Yaaqoub Al-Saadi,M,175.0,62.0,United Arab Emirates,2016,Swimming
3696,2120,Omar Al-Sabahi Muhammad Muhammad Emira,M,174.0,73.0,Egypt,2012,Rowing
3720,2134,Prince Abdullah Bin Moteb Al-Saud,M,178.0,69.0,Saudi Arabia,2012,Equestrianism
3738,2147,Fawaz Al-Shammari,M,182.0,76.0,Kuwait,2012,Athletics
3768,2169,Hicham Al-Siguni,M,172.0,61.0,Morocco,2012,Athletics
3769,2169,Hicham Al-Siguni,M,172.0,61.0,Morocco,2016,Athletics
3791,2184,Sheikh Ali bin Khalid Al-Thani,M,194.0,73.0,Qatar,2016,Equestrianism
3816,2200,Ali Mohamed Gharib Al-Zinkawi,M,195.0,102.5,Kuwait,2012,Athletics
3823,2203,Tapani Jarkko Ala-Huikku,M,164.0,60.0,Finland,2012,Wrestling
3827,2206,Alaa Ali Mhawi,M,178.0,68.0,Iraq,2016,Football
3828,2207,Ayman Alaa El-Din Mohamed Fayez,M,181.0,72.0,Egypt,2012,Fencing
3829,2207,Ayman Alaa El-Din Mohamed Fayez,M,181.0,72.0,Egypt,2016,Fencing
3830,2208,Mahmoud Alaa El-Din Mahmoud Alian,M,189.0,84.0,Egypt,2012,Football
3833,2210,Marina Alabau Neira,F,164.0,55.0,Spain,2012,Sailing
3834,2210,Marina Alabau Neira,F,164.0,55.0,Spain,2016,Sailing
3860,2226,"Danielle Remilekun B. ""Danni"" Alakija",F,182.0,71.0,Fiji,2012,Athletics
3875,2236,Salima El Ouali Al-Alami,F,179.0,58.0,Morocco,2012,Athletics
3876,2236,Salima El Ouali Al-Alami,F,179.0,58.0,Morocco,2016,Athletics
3877,2237,Nima Alamian,M,174.0,70.0,Iran,2016,Table Tennis
3878,2238,Noshad Alamian Darounkolaei,M,170.0,67.0,Iran,2012,Table Tennis
3879,2238,Noshad Alamian Darounkolaei,M,170.0,67.0,Iran,2016,Table Tennis
3880,2239,Yenew Alamirew Getahun,M,178.0,57.0,Ethiopia,2012,Athletics
3915,2259,Julian Alaphilippe,M,173.0,62.0,France,2016,Cycling
3924,2266,Ricard Alarcn Tevar,M,188.0,110.0,Spain,2016,Water Polo
3931,2271,Fernando Alarza Vicente,M,178.0,67.0,Spain,2016,Triathlon
3941,2276,Janice Alatoa,F,166.0,55.0,Vanuatu,2012,Athletics
3953,2286,Jordi Alba Ramos,M,170.0,66.0,Spain,2012,Football
3956,2289,Rafael Yunier Alba Castillo,M,202.0,87.0,Cuba,2016,Taekwondo
3990,2299,Matas Albarracn,M,174.0,65.0,Argentina,2016,Equestrianism
3997,2304,Michael Albasini,M,172.0,67.0,Switzerland,2012,Cycling
3999,2304,Michael Albasini,M,172.0,67.0,Switzerland,2016,Cycling
4001,2306,Ruslan Vladimirovich Albegov,M,192.0,156.0,Russia,2012,Weightlifting
4004,2309,Il Alben,F,172.0,62.0,Turkey,2012,Basketball
4005,2309,Il Alben,F,172.0,62.0,Turkey,2016,Basketball
4013,2314,Markel Alberdi Sarobe,M,187.0,76.0,Spain,2016,Swimming
4024,2321,Fiona Albert,F,174.0,70.0,Australia,2016,Rowing
4049,2334,Samantha Albert (Majendie-),F,165.0,59.0,Jamaica,2012,Equestrianism
4050,2335,Agustina Albertario,F,165.0,55.0,Argentina,2016,Hockey
4067,2342,Nely Carla Alberto Francisca,F,179.0,90.0,Spain,2012,Handball
4068,2342,Nely Carla Alberto Francisca,F,179.0,90.0,Spain,2016,Handball
4075,2348,Johnny Albertsen,M,170.0,75.0,Denmark,2010,Alpine Skiing
4084,2353,Emiliano Albn Antognazza,M,176.0,75.0,Uruguay,2012,Football
4093,2359,Islam-Beka Said-Tsilimovich Albiyev,M,165.0,66.0,Russia,2016,Wrestling
4107,2365,Radu Albot,M,175.0,70.0,Moldova,2016,Tennis
4123,2373,Kilian Albrecht,M,181.0,72.0,Bulgaria,2010,Alpine Skiing
4127,2376,Samuel Albrecht,M,180.0,71.0,Brazil,2016,Sailing
4159,2388,Nicoleta Albu,F,183.0,76.0,Romania,2012,Rowing
4162,2391,Gustavo Barreiros de Albuquerque,M,172.0,85.0,Brazil,2016,Rugby Sevens
4193,2405,Dailenys Alcntara Pacheco,F,163.0,56.0,Cuba,2012,Athletics
4196,2408,Aurelie Alcindor,F,169.0,47.0,Mauritius,2016,Athletics
4201,2412,Kyle Scott Alcorn,M,185.0,82.0,United States,2012,Athletics
4212,2414,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",F,169.0,69.0,Great Britain,2010,Alpine Skiing
4217,2414,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",F,169.0,69.0,Great Britain,2014,Alpine Skiing
4222,2416,Zhanbota Yerkinovna Aldabergenova,F,168.0,57.0,Kazakhstan,2014,Freestyle Skiing
4242,2425,Yamil Aldama Pozo (-Dodds),F,173.0,62.0,Great Britain,2012,Athletics
4243,2426,Andrea Dennise Aldana Bennett,F,172.0,68.0,Guatemala,2012,Sailing
4247,2429,Ibrahim Erikovych Aldatov,M,174.0,74.0,Ukraine,2012,Wrestling
4271,2442,Olympia Aldersey,F,183.0,75.0,Australia,2016,Rowing
4279,2447,Mark David Aldred,M,188.0,71.0,Great Britain,2016,Rowing
4300,2458,David Alegre Biosca,M,184.0,75.0,Spain,2012,Hockey
4301,2458,David Alegre Biosca,M,184.0,75.0,Spain,2016,Hockey
4305,2460,Ramn Alegre Biosca,M,171.0,71.0,Spain,2012,Hockey
4315,2463,Jannet Alegria Pea,F,154.0,49.0,Mexico,2012,Taekwondo
4317,2464,Jo Qesem Ayela Aleh,F,171.0,58.0,New Zealand,2012,Sailing
4318,2464,Jo Qesem Ayela Aleh,F,171.0,58.0,New Zealand,2016,Sailing
4321,2467,Eric Javier Alejandro,M,180.0,81.0,Puerto Rico,2012,Athletics
4322,2467,Eric Javier Alejandro,M,180.0,81.0,Puerto Rico,2016,Athletics
4329,2469,Virgilijus Alekna,M,200.0,130.0,Lithuania,2012,Athletics
4331,2471,Aleksandar Emilov Aleksandrov,M,164.0,51.0,Bulgaria,2012,Boxing
4332,2472,Aleksandr Aleksandrov,M,189.0,93.0,Azerbaijan,2012,Rowing
4333,2472,Aleksandr Aleksandrov,M,189.0,93.0,Azerbaijan,2016,Rowing
4335,2474,Daniel Tihomirov Aleksandrov,M,182.0,81.0,Bulgaria,2016,Wrestling
4336,2475,Dmitry Aleksandrov,M,185.0,75.0,Kyrgyzstan,2012,Swimming
4381,2496,Dmitry Sergeyevich Aleksanin,M,186.0,87.0,Kazakhstan,2012,Fencing
4382,2497,Artur Aleksanyan,M,190.0,98.0,Armenia,2012,Wrestling
4383,2497,Artur Aleksanyan,M,190.0,98.0,Armenia,2016,Wrestling
4385,2499,Ruben Aleksanyan,M,180.0,150.0,Armenia,2016,Weightlifting
4386,2500,Yana Ivanovna Alekseevna,F,169.0,60.0,Azerbaijan,2016,Boxing
4388,2502,Sandra Aleksejeva,F,164.0,62.0,Latvia,2012,Cycling
4394,2506,Denis Sergeyevich Alekseyev,M,185.0,76.0,Russia,2012,Athletics
4407,2512,Yevgeny Petrovich Alekseyev,M,186.0,93.0,Kazakhstan,2012,Canoeing
4409,2512,Yevgeny Petrovich Alekseyev,M,186.0,93.0,Kazakhstan,2016,Canoeing
4415,2516,Aleksandar Aleksi,M,188.0,89.0,Serbia,2012,Canoeing
4416,2517,Milan Aleksi,M,193.0,96.0,Serbia,2012,Water Polo
4417,2517,Milan Aleksi,M,193.0,96.0,Serbia,2016,Water Polo
4421,2520,Todor Nikolaev Aleksiev,M,200.0,96.0,Bulgaria,2012,Volleyball
4428,2523,Ilya Leonidovich Aleksiyevich,M,173.0,66.0,Belarus,2012,Football
4445,2537,Habitam Alemu,F,171.0,52.0,Ethiopia,2016,Athletics
4453,2543,Octavio Andrs Alesi Gonzlez,M,174.0,69.5,Venezuela,2012,Swimming
4468,2551,Arnaud Alessandria,M,185.0,92.0,Monaco,2014,Alpine Skiing
4482,2559,Alex Sandro Lobo Silva,M,177.0,60.0,Brazil,2012,Football
4489,2564,Ayanna Alexander,F,171.0,60.0,Trinidad and Tobago,2012,Athletics
4499,2571,J'maal Alexander,M,178.0,64.0,British Virgin Islands,2012,Athletics
4505,2574,Kineke Alicia Alexander,F,178.0,65.0,Saint Vincent and the Grenadines,2012,Athletics
4506,2574,Kineke Alicia Alexander,F,178.0,65.0,Saint Vincent and the Grenadines,2016,Athletics
4510,2578,"Nicholas ""Nick"" Alexander",M,180.0,64.0,United States,2010,Ski Jumping
4513,2578,"Nicholas ""Nick"" Alexander",M,180.0,64.0,United States,2014,Ski Jumping
4552,2587,Alexandra Priscila do Nascimento,F,177.0,68.0,Brazil,2012,Handball
4553,2587,Alexandra Priscila do Nascimento,F,177.0,68.0,Brazil,2016,Handball
4562,2592,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,179.0,71.0,Brazil,2012,Football
4563,2593,Anna-Maria Alexandri,F,170.0,48.0,Austria,2016,Synchronized Swimming
4564,2594,Eirini-Marina Alexandri,F,171.0,50.0,Austria,2016,Synchronized Swimming
4579,2604,Khaido Alexouli,F,180.0,60.0,Greece,2016,Athletics
4580,2605,Alin Alexuc-Ciurariu,M,191.0,105.0,Romania,2012,Wrestling
4581,2605,Alin Alexuc-Ciurariu,M,191.0,105.0,Romania,2016,Wrestling
4589,2610,Abdoul Razak Issoufou Alfaga,M,207.0,90.0,Niger,2016,Taekwondo
4597,2616,Natalia Alfaro Paniagua,F,165.0,59.0,Costa Rica,2016,Beach Volleyball
4599,2618,Rafael Alfaro Ferracuti,M,185.0,80.0,El Salvador,2012,Swimming
4631,2639,Hans Daniel Alfredsson,M,182.0,92.0,Sweden,2010,Ice Hockey
4632,2639,Hans Daniel Alfredsson,M,182.0,92.0,Sweden,2014,Ice Hockey
4652,2650,Linda Camilla Algotsson,F,162.0,50.0,Sweden,2012,Equestrianism
4654,2650,Linda Camilla Algotsson,F,162.0,50.0,Sweden,2016,Equestrianism
4658,2651,Sara Anneli Algotsson Ostholt,F,163.0,56.0,Sweden,2012,Equestrianism
4660,2651,Sara Anneli Algotsson Ostholt,F,163.0,56.0,Sweden,2016,Equestrianism
4675,2663,Ahmed Ali,M,173.0,75.0,Sudan,2016,Athletics
4676,2664,Ahmed Ali Salem Khamis Al-Abri,M,171.0,72.0,United Arab Emirates,2012,Football
4693,2670,Belal Mansoor Ali,M,170.0,61.0,Bahrain,2012,Athletics
4710,2683,Kame Ali,M,185.0,84.0,Madagascar,2012,Athletics
4711,2683,Kame Ali,M,185.0,84.0,Madagascar,2016,Athletics
4713,2684,Lahoussine Xavier Ali,M,176.0,68.0,Morocco,2012,Fencing
4715,2685,Annabel Laure Ali,F,176.0,75.0,Cameroon,2012,Wrestling
4716,2685,Annabel Laure Ali,F,176.0,75.0,Cameroon,2016,Wrestling
4723,2692,Muhammad Ali,M,173.0,52.0,Great Britain,2016,Boxing
4727,2695,Nia Sifaatihii Ali,F,170.0,65.0,United States,2016,Athletics
4741,2707,Zourah Mohamed Ali,F,162.0,53.0,Djibouti,2012,Athletics
4742,2708,Ali Adnan Kadhim Nassir Al-Tameemi,M,185.0,71.0,Iraq,2016,Football
4750,2713,Ali Faez Atia,M,180.0,75.0,Iraq,2016,Football
4756,2717,Ahmed Ali Ahmed Saleh,M,179.0,78.0,Egypt,2012,Table Tennis
4758,2719,Bibiro Ali Taher,F,160.0,44.0,Chad,2016,Athletics
4772,2726,Hamza Ali,M,186.0,130.0,Bosnia and Herzegovina,2016,Athletics
4793,2739,Mirko Alilovi,M,200.0,110.0,Croatia,2012,Handball
4797,2743,Zhanibek Alimkhanuly,M,182.0,75.0,Kazakhstan,2016,Boxing
4801,2746,Elmir Eldarovich Alimzhanov,M,185.0,72.0,Kazakhstan,2012,Fencing
4804,2749,Aline Villares Reis,F,162.0,60.0,Brazil,2016,Football
4806,2750,Aline Pellegrino,F,180.0,71.0,Brazil,2012,Football
4818,2755,Aleksey Aleksandrovich Alipov,M,175.0,80.0,Russia,2012,Shooting
4819,2755,Aleksey Aleksandrovich Alipov,M,175.0,80.0,Russia,2016,Shooting
4824,2758,Alison Conte Cerutti,M,203.0,106.0,Brazil-1,2012,Beach Volleyball
4825,2758,Alison Conte Cerutti,M,203.0,106.0,Brazil-1,2016,Beach Volleyball
4840,2765,Pirmammad Sadiyarovich Aliyev,M,170.0,63.0,Kazakhstan,2016,Trampolining
4847,2769,Kimia Alizadeh Zenoorin,F,185.0,57.0,Iran,2016,Taekwondo
4855,2772,Triin Aljand,F,179.0,68.0,Estonia,2012,Swimming
4859,2775,Antonio Alkana,M,183.0,76.0,South Africa,2016,Athletics
4870,2779,Jasmine Alkhaldi,F,180.0,60.0,Philippines,2012,Swimming
4871,2779,Jasmine Alkhaldi,F,180.0,60.0,Philippines,2016,Swimming
4876,2784,Fatim Alkrmova,F,175.0,60.0,Azerbaijan,2016,Swimming
4922,2801,Claire Allan,F,170.0,65.0,Great Britain,2016,Rugby Sevens
4925,2803,Florence Allan,F,168.0,57.0,Cayman Islands,2016,Sailing
4955,2824,Agnese Allegrini,F,162.0,57.0,Italy,2012,Badminton
4975,2838,Devon Allen,M,185.0,84.0,United States,2016,Athletics
4976,2839,Dominique Jayne Allen,F,188.0,85.0,Great Britain,2012,Basketball
4984,2846,"Joseph Michael ""Joe"" Allen",M,170.0,65.0,Great Britain,2012,Football
5042,2870,Sophie Nicole Allen,F,170.0,65.0,Great Britain,2012,Swimming
5060,2881,Daniel Allerstorfer,M,183.0,130.0,Austria,2016,Judo
5064,2885,Laura Colleen Gloria Alleway,F,178.0,72.0,Australia,2016,Football
5075,2892,Ade Franci Alleyne-Forte,M,180.0,73.0,Trinidad and Tobago,2012,Athletics
5101,2900,Martin Allikvee,M,182.0,77.0,Estonia,2016,Swimming
5120,2912,Olivia Elizabeth N. Allison-Federici,F,169.0,54.0,Great Britain,2012,Synchronized Swimming
5122,2912,Olivia Elizabeth N. Allison-Federici,F,169.0,54.0,Great Britain,2016,Synchronized Swimming
5123,2913,Andrique Allisop,M,171.0,60.0,Seychelles,2012,Boxing
5124,2913,Andrique Allisop,M,171.0,60.0,Seychelles,2016,Boxing
5163,2932,Bradley Kevin Ally,M,182.0,73.0,Barbados,2012,Swimming
5175,2940,Jenny Alm,F,184.0,80.0,Sweden,2016,Handball
5179,2943,Miguel ngel Almachi Condo,M,165.0,55.0,Ecuador,2012,Athletics
5180,2943,Miguel ngel Almachi Condo,M,165.0,55.0,Ecuador,2016,Athletics
5195,2947,Nicols Almagro Snchez,M,180.0,84.0,Spain,2012,Tennis
5201,2952,Rose Mary Almanza Blanco,F,165.0,53.0,Cuba,2012,Athletics
5202,2952,Rose Mary Almanza Blanco,F,165.0,53.0,Cuba,2016,Athletics
5237,2969,Brandonn Pierry Cruz de Almeida,M,186.0,73.0,Brazil,2016,Swimming
5240,2970,Carlos Fernandes Esteves de Almeida,M,182.0,79.0,Portugal,2012,Swimming
5244,2972,Csar Augusto Oliveira de Almeida,M,188.0,98.0,Brazil,2016,Handball
5246,2974,Joo Carlos Marques de Almeida,M,185.0,88.0,Portugal,2012,Athletics
5250,2975,Jlio Antonio de Sourza e Almeida,M,180.0,90.0,Brazil,2016,Shooting
5258,2976,Kaio Mrcio Ferreira Costa de Almeida,M,177.0,75.0,Brazil,2012,Swimming
5261,2976,Kaio Mrcio Ferreira Costa de Almeida,M,177.0,75.0,Brazil,2016,Swimming
5263,2977,Luiza Tavares de Almeida,F,168.0,58.0,Brazil,2012,Equestrianism
5264,2977,Luiza Tavares de Almeida,F,168.0,58.0,Brazil,2016,Equestrianism
5268,2978,Nair Felipe Pires de Almeida,F,181.0,69.0,Angola,2012,Handball
5269,2979,Pedro Manuel Tavares de Almeida,M,176.0,78.0,Brazil,2016,Equestrianism
5271,2980,Teresa Patrcia Almeida,F,170.0,98.0,Angola,2016,Handball
5284,2990,Johanna Maria-Therese Almgren,F,170.0,62.0,Sweden,2012,Football
5300,3001,Alexei Almoukov,M,173.0,73.0,Australia,2010,Biathlon
5302,3001,Alexei Almoukov,M,173.0,73.0,Australia,2014,Biathlon
5349,3028,Ives Gonzlez Alonso,M,191.0,102.0,Brazil,2016,Water Polo
5350,3029,Jessica Alonso Bernardo,F,172.0,65.0,Spain,2012,Handball
5351,3030,Jonathan Alonso Flete,M,175.0,64.0,Spain,2012,Boxing
5380,3048,Kseniya Alekseyevna Alopina,F,165.0,60.0,Russia,2014,Alpine Skiing
5381,3049,Kirstie Elaine Alora,F,173.0,67.0,Philippines,2016,Taekwondo
5382,3050,Kamel Al-Alouini,M,187.0,86.0,Tunisia,2012,Handball
